ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_ru-RU	Translation_en-US
DataSchema	EndowmentSearchDataSourceInputSchema	enum	documentState@OperationsApproval	OperationsApproval	На рассмотрении группы ОПЕРУ	OperationsApproval
DataSchema	EndowmentSearchDataSourceInputSchema	enum	documentState@OperationsDirectorApproval	OperationsDirectorApproval	На рассмотрении руководителя ОПЕРУ	OperationsDirectorApproval
DataSchema	EndowmentSearchDataSourceInputSchema	enum	documentState@InsuranceMethodologyApproval	InsuranceMethodologyApproval	На рассмотрении в направлении методологии страхования	InsuranceMethodologyApproval
DataSchema	EndowmentSearchDataSourceInputSchema	enum	documentState@ActuaryApproval	ActuaryApproval	На рассмотрении в направлении актуарных расчётов	ActuaryApproval
DataSchema	EndowmentSearchDataSourceInputSchema	enum	documentState@ComplianceApproval	ComplianceApproval	На рассмотрении служба финансового мониторинга и комплаенс	ComplianceApproval
DataSchema	EndowmentSearchDataSourceInputSchema	enum	documentState@CallCenterApproval	CallCenterApproval	На рассмотрении в Колл-центре	CallCenterApproval
DataSchema	EndowmentSearchDataSourceInputSchema	enum	documentState@PartnerSalesSupportApproval	PartnerSalesSupportApproval	На рассмотрении в направлении поддержки партнёрских продаж	PartnerSalesSupportApproval
DataSchema	EndowmentSearchDataSourceInputSchema	enum	documentState@ClientServiceApproval	ClientServiceApproval	На рассмотрении в направлении клиентского сервиса	ClientServiceApproval
DataSchema	EndowmentSearchDataSourceInputSchema	enum	documentState@Cancelled	Cancelled	Отменено	Cancelled
DataSchema	EndowmentSearchDataSourceInputSchema	enum	documentState@SecurityApproval	SecurityApproval	На рассмотрении в направлении экономической безопасности	SecurityApproval
DataSchema	EndowmentSearchDataSourceInputSchema	enum	documentState@LegalApproval	LegalApproval	На рассмотрении в юридическом управлении	LegalApproval
DataSchema	EndowmentSearchDataSourceInputSchema	enum	documentState@RequestToClient	RequestToClient	Запрос клиенту	RequestToClient
DataSchema	EndowmentSearchDataSourceInputSchema	enum	documentState@SentToPayment	SentToPayment	Передано на выплату	SentToPayment
DataSchema	EndowmentSearchDataSourceInputSchema	enum	documentState@Paid	Paid	Выплачено	Paid
DataSchema	EndowmentSearchDataSourceInputSchema	enum	documentState@Rejected	Rejected	Отказан	Rejected
DataSchema	EndowmentSearchDataSourceInputSchema	enum	documentState@DeputyDirectorAproval	DeputyDirectorAproval	На рассмотрении зам. ген. директора	DeputyDirectorAproval
DataSchema	EndowmentSearchDataSourceInputSchema	enum	documentState@AccountingApproval	AccountingApproval	На рассмотрении бухгалтерии	AccountingApproval
DataSchema	EndowmentSearchDataSourceInputSchema	enum	documentState@POCreation	POCreation	Формирование РНВ	POCreation
